GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
441021166,SushiGo,3,GAME_OVER,97,0,4,66,mcts,38.0,51.0,43.0,19.0,mcts,random,mcts,3,mcts,3,1,1,2,2,4,mcts,4,random,mcts,mcts,mcts,mcts,random,0
23526999,SushiGo,3,GAME_OVER,97,0,4,67,GroupZOSLAPlayer,27.0,34.0,63.0,21.0,random,GroupZOSLAPlayer,mcts,3,GroupZOSLAPlayer,3,2,2,1,1,4,random,4,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,3
-1754382556,SushiGo,3,GAME_OVER,98,0,4,68,random,23.0,18.0,38.0,28.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,random,3,4,4,1,1,2,GroupZOSLAPlayer,2,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,3
491843546,SushiGo,3,GAME_OVER,100,0,4,69,mcts,35.0,31.0,48.0,15.0,mcts,GroupZOSLAPlayer,mcts,2,mcts,2,3,3,1,1,4,mcts,4,GroupZOSLAPlayer,mcts,mcts,mcts,mcts,GroupZOSLAPlayer,3
1622527981,SushiGo,3,GAME_OVER,99,0,4,70,GroupZOSLAPlayer,29.0,37.0,33.0,35.0,random,random,random,4,GroupZOSLAPlayer,4,1,1,3,3,2,random,2,random,random,random,GroupZOSLAPlayer,random,random,0
650343038,SushiGo,3,GAME_OVER,98,0,4,71,mcts,27.0,63.0,18.0,24.0,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,2,mcts,2,1,1,4,4,3,GroupZOSLAPlayer,3,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,0
2128838152,SushiGo,3,GAME_OVER,98,0,4,72,random,38.0,23.0,29.0,30.0,random,GroupZOSLAPlayer,random,1,random,1,4,4,3,3,2,random,2,GroupZOSLAPlayer,random,random,random,random,GroupZOSLAPlayer,1
842702243,SushiGo,3,GAME_OVER,99,0,4,73,random,46.0,40.0,39.0,43.0,mcts,mcts,mcts,1,random,1,3,3,4,4,2,mcts,2,mcts,mcts,mcts,random,mcts,mcts,1
-1731241459,SushiGo,3,GAME_OVER,97,0,4,74,mcts,15.0,64.0,27.0,27.0,GroupZOSLAPlayer,random,random,4,mcts,4,1,1,3,3,2,GroupZOSLAPlayer,2,random,random,GroupZOSLAPlayer,mcts,random,random,0
-714649183,SushiGo,3,GAME_OVER,97,0,4,75,mcts,56.0,48.0,21.0,23.0,mcts,random,GroupZOSLAPlayer,1,mcts,1,2,2,4,4,3,mcts,3,random,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,random,1
-379926920,SushiGo,3,GAME_OVER,98,0,4,76,random,21.0,17.0,48.0,41.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,random,3,4,4,1,1,2,GroupZOSLAPlayer,2,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,3
1718609653,SushiGo,3,GAME_OVER,96,0,4,77,random,33.0,16.0,46.0,24.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,2,random,2,4,4,1,1,3,GroupZOSLAPlayer,3,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,3
385105698,SushiGo,3,GAME_OVER,99,0,4,78,GroupZOSLAPlayer,27.0,25.0,27.0,52.0,random,mcts,random,2,GroupZOSLAPlayer,2,4,4,2,2,1,random,1,mcts,random,random,GroupZOSLAPlayer,random,mcts,2
1460399984,SushiGo,3,GAME_OVER,99,0,4,79,GroupZOSLAPlayer,25.0,26.0,41.0,37.0,random,mcts,mcts,4,GroupZOSLAPlayer,4,3,3,1,1,2,random,2,mcts,mcts,random,GroupZOSLAPlayer,mcts,mcts,3
813347104,SushiGo,3,GAME_OVER,99,0,4,80,random,29.0,26.0,48.0,20.0,random,GroupZOSLAPlayer,mcts,2,random,2,3,3,1,1,4,random,4,GroupZOSLAPlayer,mcts,random,random,mcts,GroupZOSLAPlayer,3
-7445546,SushiGo,3,GAME_OVER,100,0,4,81,GroupZOSLAPlayer,30.0,23.0,17.0,75.0,GroupZOSLAPlayer,mcts,random,2,GroupZOSLAPlayer,2,3,3,4,4,1,GroupZOSLAPlayer,1,mcts,random,GroupZOSLAPlayer,GroupZOSLAPlayer,random,mcts,2
-2032709290,SushiGo,3,GAME_OVER,100,0,4,82,random,42.0,24.0,30.0,56.0,mcts,mcts,GroupZOSLAPlayer,2,random,2,4,4,3,3,1,mcts,1,mcts,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,2
508977800,SushiGo,3,GAME_OVER,98,0,4,83,random,44.0,18.0,47.0,17.0,random,GroupZOSLAPlayer,mcts,2,random,2,3,3,1,1,4,random,4,GroupZOSLAPlayer,mcts,random,random,mcts,GroupZOSLAPlayer,3
-163283632,SushiGo,3,GAME_OVER,98,0,4,84,mcts,24.0,56.0,30.0,32.0,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,4,mcts,4,1,1,3,3,2,GroupZOSLAPlayer,2,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,0
-1319364568,SushiGo,3,GAME_OVER,101,0,4,85,mcts,37.0,44.0,19.0,24.0,mcts,random,random,2,mcts,2,1,1,4,4,3,mcts,3,random,random,mcts,mcts,random,random,0
2060726550,SushiGo,3,GAME_OVER,98,0,4,86,random,29.0,34.0,60.0,28.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,random,3,2,2,1,1,4,GroupZOSLAPlayer,4,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,3
-1337026208,SushiGo,3,GAME_OVER,96,0,4,87,GroupZOSLAPlayer,46.0,15.0,23.0,54.0,mcts,mcts,random,2,GroupZOSLAPlayer,2,4,4,3,3,1,mcts,1,mcts,random,mcts,GroupZOSLAPlayer,random,mcts,2
-2084778478,SushiGo,3,GAME_OVER,98,0,4,88,random,22.0,26.0,71.0,20.0,GroupZOSLAPlayer,random,mcts,3,random,3,2,2,1,1,4,GroupZOSLAPlayer,4,random,mcts,GroupZOSLAPlayer,random,mcts,random,3
737144110,SushiGo,3,GAME_OVER,97,0,4,89,random,32.0,30.0,60.0,19.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,2,random,2,3,3,1,1,4,GroupZOSLAPlayer,4,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,3
-838360500,SushiGo,3,GAME_OVER,101,0,4,90,mcts,41.0,51.0,19.0,23.0,mcts,random,random,2,mcts,2,1,1,4,4,3,mcts,3,random,random,mcts,mcts,random,random,0
-382183064,SushiGo,3,GAME_OVER,99,0,4,91,mcts,14.0,44.0,27.0,22.0,GroupZOSLAPlayer,GroupZOSLAPlayer,random,4,mcts,4,1,1,2,2,3,GroupZOSLAPlayer,3,GroupZOSLAPlayer,random,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,0
2075829375,SushiGo,3,GAME_OVER,98,0,4,92,random,28.0,44.0,14.0,70.0,GroupZOSLAPlayer,mcts,random,3,random,3,2,2,4,4,1,GroupZOSLAPlayer,1,mcts,random,GroupZOSLAPlayer,random,random,mcts,2
-802570417,SushiGo,3,GAME_OVER,99,0,4,93,GroupZOSLAPlayer,49.0,24.0,49.0,18.0,mcts,random,mcts,2,GroupZOSLAPlayer,2,3,3,1,1,4,mcts,4,random,mcts,mcts,GroupZOSLAPlayer,mcts,random,3
8093907,SushiGo,3,GAME_OVER,98,0,4,94,mcts,29.0,59.0,37.0,20.0,random,GroupZOSLAPlayer,GroupZOSLAPlayer,3,mcts,3,1,1,2,2,4,random,4,GroupZOSLAPlayer,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,0
-1411740561,SushiGo,3,GAME_OVER,100,0,4,95,random,28.0,34.0,29.0,41.0,mcts,mcts,GroupZOSLAPlayer,4,random,4,2,2,3,3,1,mcts,1,mcts,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,2
-1678038194,SushiGo,3,GAME_OVER,97,0,4,96,GroupZOSLAPlayer,41.0,15.0,32.0,29.0,GroupZOSLAPlayer,random,GroupZOSLAPlayer,1,GroupZOSLAPlayer,1,4,4,2,2,3,GroupZOSLAPlayer,3,random,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,GroupZOSLAPlayer,random,1
-1300823014,SushiGo,3,GAME_OVER,98,0,4,97,random,31.0,14.0,22.0,52.0,mcts,mcts,random,2,random,2,4,4,3,3,1,mcts,1,mcts,random,mcts,random,random,mcts,2
-1783035865,SushiGo,3,GAME_OVER,98,0,4,98,random,52.0,17.0,25.0,27.0,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1,random,1,4,4,3,3,2,mcts,2,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,GroupZOSLAPlayer,1
-1004306364,SushiGo,3,GAME_OVER,97,0,4,99,random,27.0,37.0,56.0,20.0,GroupZOSLAPlayer,random,mcts,3,random,3,2,2,1,1,4,GroupZOSLAPlayer,4,random,mcts,GroupZOSLAPlayer,random,mcts,random,3
-1318180947,SushiGo,3,GAME_OVER,99,0,4,100,GroupZOSLAPlayer,41.0,19.0,20.0,42.0,mcts,mcts,random,2,GroupZOSLAPlayer,2,4,4,3,3,1,mcts,1,mcts,random,mcts,GroupZOSLAPlayer,random,mcts,2
674057354,SushiGo,3,GAME_OVER,97,0,4,101,random,59.0,24.0,21.0,39.0,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1,random,1,3,3,4,4,2,mcts,2,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,GroupZOSLAPlayer,1
-1542757796,SushiGo,3,GAME_OVER,96,0,4,102,mcts,27.0,37.0,35.0,33.0,GroupZOSLAPlayer,mcts,mcts,4,mcts,4,1,1,2,2,3,GroupZOSLAPlayer,3,mcts,mcts,GroupZOSLAPlayer,mcts,mcts,mcts,0
333380768,SushiGo,3,GAME_OVER,99,0,4,103,random,37.0,35.0,29.0,27.0,random,random,GroupZOSLAPlayer,1,random,1,2,2,3,3,4,random,4,random,GroupZOSLAPlayer,random,random,GroupZOSLAPlayer,random,1
530064211,SushiGo,3,GAME_OVER,97,0,4,104,random,61.0,23.0,44.0,21.0,mcts,GroupZOSLAPlayer,mcts,1,random,1,3,3,2,2,4,mcts,4,GroupZOSLAPlayer,mcts,mcts,random,mcts,GroupZOSLAPlayer,1
-1064032374,SushiGo,3,GAME_OVER,99,0,4,105,random,21.0,28.0,29.0,34.0,random,GroupZOSLAPlayer,GroupZOSLAPlayer,4,random,4,3,3,2,2,1,random,1,GroupZOSLAPlayer,GroupZOSLAPlayer,random,random,GroupZOSLAPlayer,GroupZOSLAPlayer,2
149402193,SushiGo,3,GAME_OVER,98,0,4,106,GroupZOSLAPlayer,54.0,22.0,46.0,18.0,mcts,random,mcts,1,GroupZOSLAPlayer,1,3,3,2,2,4,mcts,4,random,mcts,mcts,GroupZOSLAPlayer,mcts,random,1
-602057918,SushiGo,3,GAME_OVER,98,0,4,107,GroupZOSLAPlayer,30.0,36.0,42.0,29.0,mcts,GroupZOSLAPlayer,mcts,3,GroupZOSLAPlayer,3,2,2,1,1,4,mcts,4,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,3
-752573483,SushiGo,3,GAME_OVER,99,0,4,108,random,34.0,39.0,25.0,19.0,GroupZOSLAPlayer,random,random,2,random,2,1,1,3,3,4,GroupZOSLAPlayer,4,random,random,GroupZOSLAPlayer,random,random,random,0
-1001641798,SushiGo,3,GAME_OVER,102,0,4,109,mcts,27.0,28.0,51.0,28.0,GroupZOSLAPlayer,random,mcts,4,mcts,4,2,2,1,1,3,GroupZOSLAPlayer,3,random,mcts,GroupZOSLAPlayer,mcts,mcts,random,3
1821314341,SushiGo,3,GAME_OVER,99,0,4,110,GroupZOSLAPlayer,55.0,25.0,37.0,28.0,mcts,GroupZOSLAPlayer,random,1,GroupZOSLAPlayer,1,4,4,2,2,3,mcts,3,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,random,GroupZOSLAPlayer,1
1580781148,SushiGo,3,GAME_OVER,100,0,4,111,mcts,46.0,32.0,35.0,34.0,mcts,GroupZOSLAPlayer,random,1,mcts,1,4,4,2,2,3,mcts,3,GroupZOSLAPlayer,random,mcts,mcts,random,GroupZOSLAPlayer,1
781452089,SushiGo,3,GAME_OVER,99,0,4,112,GroupZOSLAPlayer,19.0,39.0,30.0,55.0,random,mcts,random,4,GroupZOSLAPlayer,4,2,2,3,3,1,random,1,mcts,random,random,GroupZOSLAPlayer,random,mcts,2
744036211,SushiGo,3,GAME_OVER,97,0,4,113,GroupZOSLAPlayer,57.0,23.0,38.0,27.0,mcts,GroupZOSLAPlayer,mcts,1,GroupZOSLAPlayer,1,4,4,2,2,3,mcts,3,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,1
1733433064,SushiGo,3,GAME_OVER,99,0,4,114,GroupZOSLAPlayer,33.0,30.0,28.0,40.0,random,mcts,random,2,GroupZOSLAPlayer,2,3,3,4,4,1,random,1,mcts,random,random,GroupZOSLAPlayer,random,mcts,2
106504493,SushiGo,3,GAME_OVER,99,0,4,115,random,51.0,32.0,25.0,30.0,mcts,GroupZOSLAPlayer,random,1,random,1,2,2,4,4,3,mcts,3,GroupZOSLAPlayer,random,mcts,random,random,GroupZOSLAPlayer,1
1251327432,SushiGo,3,GAME_OVER,97,0,4,116,GroupZOSLAPlayer,48.0,17.0,21.0,48.0,mcts,mcts,random,1,GroupZOSLAPlayer,1,4,4,3,3,1,mcts,1,mcts,random,mcts,GroupZOSLAPlayer,random,mcts,-1
-1041135095,SushiGo,3,GAME_OVER,98,0,4,117,random,45.0,23.0,56.0,18.0,GroupZOSLAPlayer,random,mcts,2,random,2,3,3,1,1,4,GroupZOSLAPlayer,4,random,mcts,GroupZOSLAPlayer,random,mcts,random,3
-1390070123,SushiGo,3,GAME_OVER,98,0,4,118,GroupZOSLAPlayer,52.0,18.0,17.0,14.0,mcts,random,GroupZOSLAPlayer,1,GroupZOSLAPlayer,1,2,2,3,3,4,mcts,4,random,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,random,1
-1658142994,SushiGo,3,GAME_OVER,102,0,4,119,GroupZOSLAPlayer,33.0,24.0,41.0,30.0,mcts,random,mcts,2,GroupZOSLAPlayer,2,4,4,1,1,3,mcts,3,random,mcts,mcts,GroupZOSLAPlayer,mcts,random,3
-1420211928,SushiGo,3,GAME_OVER,98,0,4,120,mcts,14.0,45.0,15.0,32.0,random,random,GroupZOSLAPlayer,4,mcts,4,1,1,3,3,2,random,2,random,GroupZOSLAPlayer,random,mcts,GroupZOSLAPlayer,random,0
-1852411569,SushiGo,3,GAME_OVER,97,0,4,121,GroupZOSLAPlayer,26.0,20.0,52.0,26.0,GroupZOSLAPlayer,random,mcts,2,GroupZOSLAPlayer,2,4,4,1,1,2,GroupZOSLAPlayer,2,random,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,random,3
1269798208,SushiGo,3,GAME_OVER,98,0,4,122,GroupZOSLAPlayer,37.0,28.0,71.0,22.0,GroupZOSLAPlayer,random,mcts,2,GroupZOSLAPlayer,2,3,3,1,1,4,GroupZOSLAPlayer,4,random,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,random,3
-1988477966,SushiGo,3,GAME_OVER,100,0,4,123,random,52.0,37.0,31.0,33.0,mcts,random,GroupZOSLAPlayer,1,random,1,2,2,4,4,3,mcts,3,random,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,random,1
-1909667671,SushiGo,3,GAME_OVER,97,0,4,124,GroupZOSLAPlayer,32.0,35.0,29.0,51.0,random,mcts,mcts,3,GroupZOSLAPlayer,3,2,2,4,4,1,random,1,mcts,mcts,random,GroupZOSLAPlayer,mcts,mcts,2
-1558620065,SushiGo,3,GAME_OVER,99,0,4,125,GroupZOSLAPlayer,34.0,29.0,33.0,31.0,random,random,random,1,GroupZOSLAPlayer,1,4,4,2,2,3,random,3,random,random,random,GroupZOSLAPlayer,random,random,1
1659788427,SushiGo,3,GAME_OVER,98,0,4,126,GroupZOSLAPlayer,43.0,28.0,35.0,23.0,mcts,random,mcts,1,GroupZOSLAPlayer,1,3,3,2,2,4,mcts,4,random,mcts,mcts,GroupZOSLAPlayer,mcts,random,1
1120017672,SushiGo,3,GAME_OVER,96,0,4,127,mcts,37.0,47.0,42.0,33.0,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,3,mcts,3,1,1,2,2,4,GroupZOSLAPlayer,4,GroupZOSLAPlayer,mcts,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,0
6435550,SushiGo,3,GAME_OVER,101,0,4,128,GroupZOSLAPlayer,33.0,35.0,32.0,30.0,random,random,random,2,GroupZOSLAPlayer,2,1,1,3,3,4,random,4,random,random,random,GroupZOSLAPlayer,random,random,0
-1788846950,SushiGo,3,GAME_OVER,96,0,4,129,mcts,57.0,35.0,14.0,21.0,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1,mcts,1,2,2,4,4,3,mcts,3,GroupZOSLAPlayer,GroupZOSLAPlayer,mcts,mcts,GroupZOSLAPlayer,GroupZOSLAPlayer,1
-1540822946,SushiGo,3,GAME_OVER,98,0,4,130,mcts,59.0,37.0,23.0,40.0,mcts,GroupZOSLAPlayer,random,1,mcts,1,3,3,4,4,2,mcts,2,GroupZOSLAPlayer,random,mcts,mcts,random,GroupZOSLAPlayer,1
-1380206301,SushiGo,3,GAME_OVER,98,0,4,131,GroupZOSLAPlayer,24.0,26.0,84.0,31.0,random,random,mcts,4,GroupZOSLAPlayer,4,3,3,1,1,2,random,2,random,mcts,random,GroupZOSLAPlayer,mcts,random,3
-1360479120,SushiGo,3,GAME_OVER,100,0,4,132,random,50.0,32.0,22.0,58.0,mcts,mcts,GroupZOSLAPlayer,2,random,2,3,3,4,4,1,mcts,1,mcts,GroupZOSLAPlayer,mcts,random,GroupZOSLAPlayer,mcts,2
740499949,SushiGo,3,GAME_OVER,96,0,4,133,GroupZOSLAPlayer,27.0,33.0,23.0,48.0,GroupZOSLAPlayer,mcts,random,3,GroupZOSLAPlayer,3,2,2,4,4,1,GroupZOSLAPlayer,1,mcts,random,GroupZOSLAPlayer,GroupZOSLAPlayer,random,mcts,2
